1485252000.0,-0.29,57.0
1485252900.0,-0.29,417.0
1485253800.0,-0.29,96.0
1485254700.0,-0.3,8.0
1485255600.0,-0.3,739.0
1485256500.0,-0.3,10.0
1485257400.0,-0.31,580.0
1485258300.0,-0.31,5.0
1485259200.0,-0.3,126.0
1485260100.0,-0.3,222.0
1485261000.0,-0.3,6.0
1485261900.0,-0.3,121.0
1485262800.0,-0.3,31.0
1485263700.0,-0.3,17.0
1485264600.0,-0.3,156.0
1485265500.0,-0.3,63.0
1485266400.0,-0.3,719.0
1485267300.0,-0.31,679.0
1485268200.0,-0.3,349.0
1485269100.0,-0.29,54.0
1485270000.0,-0.29,332.0
1485270900.0,-0.29,140.0
1485271800.0,-0.3,75.0
1485272700.0,-0.29,45.0
1485273600.0,-0.29,24.0
1485274500.0,-0.3,38.0
1485275400.0,-0.3,2.0
1485276300.0,-0.3,29.0
1485277200.0,-0.3,8.0
1485278100.0,-0.29,338.0
1485281700.0,-0.3,15.0
1485282600.0,-0.3,3.0
1485283500.0,-0.3,10.0
1485284400.0,-0.3,9.0
1485285300.0,-0.29,65.0
1485286200.0,-0.3,192.0
1485287100.0,-0.3,627.0
1485288000.0,-0.29,32.0
1485288900.0,-0.29,3.0
1485289800.0,-0.3,63.0
1485290700.0,-0.29,98.0
1485291600.0,-0.3,13.0
1485292500.0,-0.29,17.0
1485293400.0,-0.3,337.0
1485294300.0,-0.3,3.0
1485297000.0,-0.3,2.0
1485306000.0,-0.3,29.0
1485306900.0,-0.3,66.0
1485307800.0,-0.3,2.0
1485309600.0,-0.3,1.0
1485320400.0,-0.3,1.0
1485322200.0,-0.3,11.0
1485324000.0,-0.3,9.0
1485324900.0,-0.3,1.0
1485325800.0,-0.3,1.0
1485326700.0,-0.3,2.0
1485327600.0,-0.3,2.0
1485328500.0,-0.3,64.0
1485329400.0,-0.3,23.0
1485330300.0,-0.3,19.0
1485331200.0,-0.3,40.0
1485332100.0,-0.3,204.0
1485333000.0,-0.3,157.0
1485333900.0,-0.31,31.0
1485334800.0,-0.31,124.0
1485335700.0,-0.31,47.0
1485336600.0,-0.31,1.0
1485337500.0,-0.31,36.0
1485339300.0,-0.31,12.0
1485340200.0,-0.3,15.0
1485341100.0,-0.31,25.0
1485342000.0,-0.3,1.0
1485342900.0,-0.3,87.0
1485343800.0,-0.3,3.0
1485344700.0,-0.3,2.0
1485345600.0,-0.3,100.0
1485346500.0,-0.3,40.0
1485347400.0,-0.3,1105.0
1485348300.0,-0.3,10.0
1485349200.0,-0.3,475.0
1485350100.0,-0.3,1.0
1485351000.0,-0.3,1.0
1485352800.0,-0.3,12.0
1485353700.0,-0.29,14.0
1485354600.0,-0.29,106.0
1485355500.0,-0.29,34.0
1485356400.0,-0.29,749.0
1485357300.0,-0.29,107.0
1485358200.0,-0.28,1315.0
1485359100.0,-0.28,1744.0
1485360000.0,-0.29,283.0
1485360900.0,-0.28,1329.0
1485361800.0,-0.27,1155.0
1485362700.0,-0.28,792.0
1485363600.0,-0.27,203.0
1485364500.0,-0.27,985.0
1485365400.0,-0.27,96.0
1485366300.0,-0.28,19.0
1485367200.0,-0.27,140.0
1485368100.0,-0.27,862.0
1485369000.0,-0.26,224.0
1485369900.0,-0.26,1124.0
1485370800.0,-0.27,1060.0
1485371700.0,-0.27,410.0
1485372600.0,-0.27,314.0
1485373500.0,-0.27,110.0
1485374400.0,-0.27,83.0
1485375300.0,-0.27,112.0
1485376200.0,-0.27,399.0
1485377100.0,-0.27,293.0
1485378000.0,-0.27,34.0
1485378900.0,-0.27,10.0
1485379800.0,-0.27,7.0
1485380700.0,-0.27,6.0
1485381600.0,-0.27,52.0
1485392400.0,-0.27,9.0
1485393300.0,-0.27,2.0
1485395100.0,-0.27,89.0
1485396000.0,-0.27,10.0
1485396900.0,-0.27,149.0
1485400500.0,-0.27,3.0
1485401400.0,-0.26,11.0
1485404100.0,-0.26,6.0
1485407700.0,-0.26,1.0
1485409500.0,-0.27,3.0
1485410400.0,-0.27,9.0
1485413100.0,-0.26,1.0
1485414000.0,-0.26,1156.0
1485414900.0,-0.26,121.0
1485415800.0,-0.26,91.0
1485416700.0,-0.26,164.0
1485417600.0,-0.25,1699.0
1485418500.0,-0.26,1090.0
1485419400.0,-0.25,736.0
1485420300.0,-0.25,74.0
1485421200.0,-0.24,1447.0
1485422100.0,-0.24,1261.0
1485423000.0,-0.24,250.0
1485423900.0,-0.23,1876.0
1485424800.0,-0.22,1085.0
1485425700.0,-0.24,1878.0
1485426600.0,-0.23,874.0
1485427500.0,-0.23,762.0
1485428400.0,-0.23,582.0
1485429300.0,-0.23,62.0
1485430200.0,-0.24,273.0
1485431100.0,-0.24,385.0
1485432000.0,-0.24,142.0
1485432900.0,-0.24,20.0
1485433800.0,-0.24,145.0
1485434700.0,-0.23,45.0
1485435600.0,-0.24,6.0
1485436500.0,-0.24,12.0
1485437400.0,-0.24,7.0
1485438300.0,-0.24,343.0
1485439200.0,-0.23,895.0
1485440100.0,-0.23,565.0
1485441000.0,-0.22,1665.0
1485441900.0,-0.22,50.0
1485442800.0,-0.21,93.0
1485443700.0,-0.21,58.0
1485444600.0,-0.22,1179.0
1485445500.0,-0.22,1729.0
1485446400.0,-0.21,930.0
1485447300.0,-0.22,899.0
1485448200.0,-0.23,780.0
1485449100.0,-0.23,784.0
1485450000.0,-0.23,185.0
1485450900.0,-0.23,215.0
1485451800.0,-0.23,232.0
1485452700.0,-0.23,208.0
1485453600.0,-0.23,123.0
1485454500.0,-0.23,43.0
1485457200.0,-0.23,447.0
1485458100.0,-0.22,1117.0
1485459000.0,-0.22,164.0
1485459900.0,-0.22,112.0
1485460800.0,-0.21,70.0
1485461700.0,-0.21,11.0
1485462600.0,-0.21,93.0
1485463500.0,-0.21,46.0
1485464400.0,-0.21,14.0
1485465300.0,-0.21,31.0
1485466200.0,-0.21,33.0
1485467100.0,-0.21,4.0
1485478800.0,-0.22,67.0
1485482400.0,-0.21,11.0
1485484200.0,-0.21,11.0
1485485100.0,-0.2,2.0
1485486900.0,-0.21,1.0
1485488700.0,-0.21,1.0
1485489600.0,-0.2,155.0
1485490500.0,-0.2,194.0
1485491400.0,-0.21,7.0
1485492300.0,-0.21,68.0
1485493200.0,-0.21,10.0
1485495000.0,-0.21,12.0
1485495900.0,-0.21,20.0
1485497700.0,-0.21,7.0
1485498600.0,-0.2,200.0
1485499500.0,-0.2,3.0
1485501300.0,-0.2,1.0
1485502200.0,-0.2,59.0
1485503100.0,-0.2,93.0
1485504000.0,-0.2,92.0
1485504900.0,-0.22,944.0
1485505800.0,-0.22,26.0
1485506700.0,-0.22,213.0
1485507600.0,-0.23,363.0
1485508500.0,-0.22,4.0
1485509400.0,-0.22,10.0
1485510300.0,-0.22,3.0
1485511200.0,-0.22,9.0
1485512100.0,-0.22,55.0
1485513000.0,-0.22,178.0
1485513900.0,-0.22,77.0
1485514800.0,-0.22,39.0
1485515700.0,-0.23,16.0
1485516600.0,-0.23,192.0
1485517500.0,-0.23,88.0
1485518400.0,-0.23,16.0
1485519300.0,-0.23,66.0
1485520200.0,-0.23,5.0
1485521100.0,-0.23,5.0
1485522000.0,-0.23,140.0
1485522900.0,-0.23,48.0
1485523800.0,-0.23,8.0
1485524700.0,-0.22,26.0
1485525600.0,-0.23,410.0
1485526500.0,-0.23,185.0
1485527400.0,-0.22,93.0
1485528300.0,-0.22,29.0
1485529200.0,-0.22,8.0
1485530100.0,-0.23,43.0
1485531000.0,-0.22,363.0
1485531900.0,-0.22,273.0
1485532800.0,-0.21,129.0
1485533700.0,-0.22,882.0
1485534600.0,-0.22,449.0
1485535500.0,-0.23,34.0
1485536400.0,-0.22,730.0
1485537300.0,-0.21,453.0
1485538200.0,-0.21,415.0
1485539100.0,-0.21,17.0
1485540000.0,-0.21,155.0
1485540900.0,-0.19,2190.0
1485541800.0,-0.19,509.0
1485542700.0,-0.19,70.0
1485543600.0,-0.19,197.0
1485544500.0,-0.19,2054.0
1485545400.0,-0.18,647.0
1485546300.0,-0.19,582.0
1485547200.0,-0.19,13.0
1485548100.0,-0.18,22.0
1485549000.0,-0.18,19.0
1485549900.0,-0.18,97.0
1485552600.0,-0.18,158.0
1485553500.0,-0.18,45.0
1485730800.0,-0.19,1.0
1485733500.0,-0.18,31.0
1485734400.0,-0.18,6.0
1485735300.0,-0.18,1.0
1485738000.0,-0.18,1.0
1485743400.0,-0.19,1.0
1485747900.0,-0.18,4.0
1485748800.0,-0.19,2.0
1485752400.0,-0.18,1.0
1485755100.0,-0.18,3.0
1485756000.0,-0.18,6.0
1485756900.0,-0.19,6.0
1485758700.0,-0.18,2.0
1485759600.0,-0.18,4.0
1485760500.0,-0.18,3.0
1485761400.0,-0.19,3.0
1485763200.0,-0.18,7.0
1485764100.0,-0.19,73.0
1485765000.0,-0.19,50.0
1485765900.0,-0.19,391.0
1485766800.0,-0.19,49.0
1485767700.0,-0.2,3.0
1485768600.0,-0.2,40.0
1485769500.0,-0.2,152.0
1485771300.0,-0.2,90.0
1485772200.0,-0.2,43.0
1485773100.0,-0.2,751.0
1485774000.0,-0.2,4.0
1485774900.0,-0.2,27.0
1485775800.0,-0.2,35.0
1485776700.0,-0.2,2.0
1485777600.0,-0.2,120.0
1485780300.0,-0.2,163.0
1485781200.0,-0.2,85.0
1485782100.0,-0.21,39.0
1485783000.0,-0.21,47.0
1485783900.0,-0.21,14.0
1485784800.0,-0.21,50.0
1485785700.0,-0.21,74.0
1485786600.0,-0.2,32.0
1485787500.0,-0.2,803.0
1485788400.0,-0.2,273.0
1485789300.0,-0.2,667.0
1485790200.0,-0.21,141.0
1485791100.0,-0.21,317.0
1485792000.0,-0.21,199.0
1485792900.0,-0.2,159.0
1485793800.0,-0.21,120.0
1485794700.0,-0.21,20.0
1485795600.0,-0.21,348.0
1485796500.0,-0.21,140.0
1485797400.0,-0.21,166.0
1485798300.0,-0.22,124.0
1485799200.0,-0.22,7.0
1485800100.0,-0.21,69.0
1485801900.0,-0.21,143.0
1485802800.0,-0.22,6.0
1485803700.0,-0.23,2539.0
1485804600.0,-0.24,868.0
1485805500.0,-0.24,9.0
1485806400.0,-0.24,1.0
1485807300.0,-0.24,37.0
1485808200.0,-0.23,13.0
